food_id,food_name,category,calories,protein,g_carbs,fat,fiber,suitable_for
392,Chole,Curry,286,19.7,12.2,10.8,4.3,non_vegetarian
393,Buttermilk,Dairy,236,12.2,2.3,16.7,1.0,non_vegetarian
394,Rajma,Curry,187,13.3,53.3,16.0,5.7,non_vegetarian
395,Dal,Curry,185,21.9,39.6,11.0,7.1,vegetarian
396,Dal,Curry,376,27.8,32.3,7.0,7.2,vegetarian
397,Chole,Curry,192,3.2,51.7,6.4,0.3,vegetarian
398,Halwa,Dessert,183,0.1,17.3,11.1,0.4,vegetarian
399,Paneer curry,Curry,483,13.8,50.0,13.0,3.8,all
400,Aloo paratha,Breakfast,85,26.9,55.5,14.6,9.3,non_vegetarian
401,Vegetable salad,Salad,269,12.3,45.9,15.5,6.2,non_vegetarian
402,Milk,Dairy,75,8.6,27.5,3.0,3.8,non_vegetarian
403,Pav Bhaji,Snacks,360,3.2,52.9,16.9,9.3,non_vegetarian
404,Samosa,Snacks,199,5.2,56.8,10.8,0.0,non_vegetarian
405,Samosa,Snacks,125,14.1,32.5,3.9,8.6,vegetarian
406,Curd,Dairy,192,0.6,36.6,7.9,6.8,non_vegetarian
407,Fruit salad,Fruit,61,29.7,57.7,11.0,3.4,all
408,Vegetable salad,Salad,271,8.3,22.1,12.4,3.7,non_vegetarian
409,Dosa,Breakfast,400,0.8,21.6,3.9,4.5,all
410,Kheer,Dessert,441,14.0,17.5,9.7,5.7,non_vegetarian
411,Lassi,Dairy,260,6.7,30.4,12.5,9.4,vegetarian
412,Rice,Cereals,341,22.2,16.2,7.6,7.7,all
413,Buttermilk,Dairy,146,0.2,1.8,12.1,2.1,non_vegetarian
414,Chapati,Cereals,418,14.3,12.3,15.9,6.0,all
415,Chole,Curry,185,3.4,44.2,12.8,4.0,vegetarian
416,Milk,Dairy,203,14.0,53.2,13.1,9.0,all
417,Dosa,Breakfast,79,29.1,42.9,7.2,9.8,non_vegetarian
418,Curd,Dairy,157,1.3,36.5,2.3,6.3,all
419,Dosa,Breakfast,340,25.4,43.3,15.6,0.7,vegetarian
420,Kheer,Dessert,58,21.4,52.8,5.5,5.8,all
421,Pakora,Snacks,312,5.4,27.1,18.8,5.2,non_vegetarian
422,Idli,Breakfast,277,13.1,4.6,19.9,4.5,all
423,Roti,Cereals,379,8.4,49.1,14.4,5.9,all
424,Kheer,Dessert,301,3.6,41.2,19.0,3.4,all
425,Rajma,Curry,272,8.1,36.2,3.4,1.8,all
426,Samosa,Snacks,402,7.4,1.5,1.3,9.2,all
427,Dosa,Breakfast,212,12.9,54.4,16.7,0.5,all
428,Chole,Curry,426,14.8,35.6,4.0,1.0,vegetarian
429,Rajma,Curry,244,6.2,1.7,9.4,8.3,all
430,Poha,Breakfast,152,21.7,14.9,2.4,2.4,all
431,Dosa,Breakfast,484,13.9,35.9,15.3,4.6,non_vegetarian
432,Chicken curry,Curry,328,1.0,38.5,4.1,0.0,non_vegetarian
433,Oats porridge,Breakfast,99,17.9,40.8,19.9,7.8,all
434,Roti,Cereals,457,29.7,2.0,15.8,6.8,vegetarian
435,Biryani,Cereals,54,1.9,49.4,11.4,3.7,all
436,Vegetable salad,Salad,438,11.1,43.0,12.8,0.5,vegetarian
437,Pakora,Snacks,237,22.0,54.1,8.2,8.1,vegetarian
438,Buttermilk,Dairy,446,16.9,19.3,18.5,6.9,all
439,Idli,Breakfast,220,8.5,30.2,15.6,3.5,non_vegetarian
440,Chicken curry,Curry,374,23.7,19.0,10.4,4.9,non_vegetarian
441,Chole,Curry,193,13.8,23.9,7.9,9.3,non_vegetarian
442,Biryani,Cereals,110,15.4,23.5,2.5,7.3,non_vegetarian
443,Buttermilk,Dairy,77,29.1,30.3,8.9,4.2,vegetarian
444,Kheer,Dessert,150,8.7,27.7,15.4,2.8,vegetarian
445,Lassi,Dairy,75,3.9,18.2,13.1,0.2,non_vegetarian
446,Chapati,Cereals,236,29.9,36.9,14.3,8.0,vegetarian
447,Poha,Breakfast,185,27.7,44.0,11.8,0.0,vegetarian
448,Sambar,Curry,232,19.5,1.7,8.7,1.9,all
449,Poha,Breakfast,353,13.8,31.6,16.4,1.1,non_vegetarian
450,Milk,Dairy,244,18.8,48.7,15.5,9.4,vegetarian
451,Chapati,Cereals,444,11.8,53.7,19.4,2.5,all
452,Pulao,Cereals,264,26.7,21.6,13.4,8.4,all
453,Vegetable salad,Salad,477,24.9,24.5,5.2,8.2,non_vegetarian
454,Chapati,Cereals,138,1.1,33.3,18.6,3.8,non_vegetarian
455,Vegetable salad,Salad,173,11.6,29.5,18.5,1.7,non_vegetarian
456,Paneer curry,Curry,208,7.7,19.4,3.0,1.5,non_vegetarian
457,Oats porridge,Breakfast,84,20.2,58.3,13.6,6.1,vegetarian
458,Dosa,Breakfast,453,28.6,28.8,9.3,1.6,vegetarian
459,Pav Bhaji,Snacks,332,5.5,25.0,8.4,8.1,non_vegetarian
460,Chicken curry,Curry,78,11.6,52.9,9.4,1.2,non_vegetarian
461,Milk,Dairy,51,29.5,25.1,8.0,0.2,vegetarian
462,Vegetable salad,Salad,468,24.6,57.4,2.6,9.3,non_vegetarian
463,Roti,Cereals,472,3.5,13.8,10.2,3.9,vegetarian
464,Poha,Breakfast,214,10.6,16.5,19.4,3.5,non_vegetarian
465,Oats porridge,Breakfast,137,28.7,32.3,8.8,8.0,all
466,Oats porridge,Breakfast,243,10.0,33.7,19.6,1.9,all
467,Oats porridge,Breakfast,380,3.1,32.1,2.2,6.7,vegetarian
468,Rice,Cereals,454,6.6,35.3,3.5,2.0,vegetarian
469,Buttermilk,Dairy,165,16.5,49.3,8.5,0.6,all
470,Chapati,Cereals,350,29.2,37.1,11.4,8.8,non_vegetarian
471,Aloo paratha,Breakfast,153,20.3,13.5,0.5,0.8,non_vegetarian
472,Roti,Cereals,114,20.0,8.4,0.9,4.9,non_vegetarian
473,Biryani,Cereals,301,3.2,4.7,9.1,2.2,all
474,Halwa,Dessert,122,17.2,19.1,13.7,5.2,vegetarian
475,Samosa,Snacks,137,12.1,2.5,1.5,3.5,non_vegetarian
476,Fruit salad,Fruit,433,18.6,44.3,5.4,3.1,non_vegetarian
477,Rajma,Curry,88,1.8,0.2,2.4,8.2,non_vegetarian
478,Poha,Breakfast,328,18.7,9.8,4.7,6.9,non_vegetarian
479,Curd,Dairy,193,6.9,35.6,4.0,8.7,vegetarian
480,Samosa,Snacks,93,11.8,53.9,7.5,9.0,all
481,Rajma,Curry,341,5.4,2.9,16.3,3.0,vegetarian
482,Poha,Breakfast,375,19.3,52.2,17.8,2.3,all
483,Roti,Cereals,162,18.6,35.6,10.4,2.2,vegetarian
484,Methi paratha,Breakfast,61,0.8,34.4,3.3,1.1,vegetarian
485,Dal,Curry,74,10.3,44.8,2.7,5.6,all
486,Rasam,Curry,382,15.6,38.4,10.4,3.9,non_vegetarian
487,Pav Bhaji,Snacks,286,25.7,40.8,1.3,9.0,non_vegetarian
488,Aloo paratha,Breakfast,299,4.1,41.0,2.9,2.8,vegetarian
489,Pulao,Cereals,100,0.6,58.9,13.6,7.4,non_vegetarian
490,Samosa,Snacks,440,14.1,27.2,4.4,4.9,all
491,Roti,Cereals,387,20.3,44.2,3.4,4.0,all
492,Rice,Cereals,162,18.9,15.3,17.2,6.2,all
493,Dal,Curry,75,15.9,9.0,0.0,4.6,non_vegetarian
494,Dosa,Breakfast,351,7.9,30.3,14.5,6.4,non_vegetarian
495,Poha,Breakfast,91,22.7,31.3,17.2,3.6,vegetarian
496,Poha,Breakfast,423,3.4,12.9,5.2,0.9,vegetarian
497,Biryani,Cereals,365,29.7,59.0,9.3,4.8,vegetarian
498,Fruit salad,Fruit,422,9.3,38.5,11.4,7.7,non_vegetarian
499,Upma,Snacks,250,21.6,42.0,13.6,7.4,vegetarian
500,Sambar,Curry,445,25.8,45.2,16.2,0.9,non_vegetarian
501,Sambar,Curry,355,0.4,28.0,19.7,2.1,all
502,Vegetable salad,Salad,190,17.0,18.1,12.5,9.9,all
503,Buttermilk,Dairy,129,2.6,37.0,15.8,4.4,vegetarian
504,Sambar,Curry,142,13.8,11.0,19.0,9.8,vegetarian
505,Vegetable salad,Salad,97,27.5,44.7,3.2,8.2,vegetarian
506,Chole,Curry,238,1.8,39.7,9.1,4.8,non_vegetarian
507,Lassi,Dairy,220,5.0,24.7,3.9,6.2,vegetarian
508,Oats porridge,Breakfast,92,28.9,11.3,18.4,8.6,non_vegetarian
509,Fruit salad,Fruit,69,14.1,44.0,2.8,1.3,vegetarian
510,Pav Bhaji,Snacks,268,28.6,40.3,14.3,5.3,all
511,Buttermilk,Dairy,112,28.4,36.7,10.4,0.2,all
512,Roti,Cereals,236,10.6,43.6,13.2,8.9,vegetarian
513,Paneer curry,Curry,182,27.4,10.6,12.8,2.9,vegetarian
514,Samosa,Snacks,57,29.8,20.0,1.8,6.6,non_vegetarian
515,Biryani,Cereals,99,30.0,15.2,19.6,6.3,vegetarian
516,Paneer curry,Curry,398,7.7,47.1,3.1,7.5,vegetarian
517,Sambar,Curry,249,1.2,28.6,18.7,2.0,vegetarian
518,Sambar,Curry,329,9.3,55.8,9.4,3.7,all
519,Chicken curry,Curry,370,25.0,10.0,17.2,7.6,non_vegetarian
520,Buttermilk,Dairy,152,6.9,55.1,18.3,1.6,non_vegetarian
521,Kheer,Dessert,330,25.6,45.1,1.7,9.9,all
522,Paneer curry,Curry,216,26.5,41.2,13.2,1.9,vegetarian
523,Pakora,Snacks,190,24.2,33.1,12.7,5.5,non_vegetarian
524,Biryani,Cereals,188,29.2,42.9,13.9,0.5,all
525,Rasam,Curry,221,11.3,4.1,1.4,3.0,vegetarian
526,Oats porridge,Breakfast,149,14.4,40.6,18.7,8.3,non_vegetarian
527,Milk,Dairy,76,10.9,8.0,19.8,5.8,all
528,Dal,Curry,219,12.1,23.2,19.8,3.3,all
529,Upma,Snacks,421,20.7,11.7,7.3,5.7,non_vegetarian
530,Rice,Cereals,153,22.0,23.0,6.4,2.6,vegetarian
531,Buttermilk,Dairy,247,19.8,30.7,18.7,0.9,vegetarian
532,Aloo paratha,Breakfast,470,2.7,23.6,11.6,6.1,all
533,Paneer curry,Curry,275,20.6,9.8,16.0,7.9,vegetarian
534,Lassi,Dairy,332,12.6,51.0,18.2,8.1,non_vegetarian
535,Vegetable salad,Salad,305,26.3,32.3,18.1,2.8,non_vegetarian
536,Pulao,Cereals,262,0.6,25.2,10.9,2.7,non_vegetarian
537,Upma,Snacks,233,5.5,24.5,6.7,8.8,non_vegetarian
538,Fruit salad,Fruit,173,27.8,20.2,0.9,2.9,non_vegetarian
539,Idli,Breakfast,316,2.0,18.5,8.0,1.7,all
540,Pav Bhaji,Snacks,343,1.5,29.6,13.0,9.9,non_vegetarian
541,Upma,Snacks,132,0.1,36.2,17.8,3.6,non_vegetarian
542,Milk,Dairy,241,2.8,36.2,0.4,9.7,vegetarian
543,Pulao,Cereals,461,29.1,31.7,19.9,1.2,non_vegetarian
544,Buttermilk,Dairy,164,14.5,21.6,14.7,8.1,vegetarian
545,Chapati,Cereals,267,19.2,19.0,6.9,5.0,vegetarian
546,Milk,Dairy,230,3.4,19.4,16.2,7.4,vegetarian
547,Aloo paratha,Breakfast,313,21.6,36.0,0.6,6.6,non_vegetarian
548,Biryani,Cereals,54,24.5,32.3,12.2,7.5,non_vegetarian
549,Rice,Cereals,129,5.2,34.6,3.4,5.0,non_vegetarian
550,Fruit salad,Fruit,383,13.2,10.3,12.6,9.5,non_vegetarian
551,Pav Bhaji,Snacks,316,8.6,45.9,19.6,0.4,all
552,Paneer curry,Curry,356,22.2,20.3,10.6,1.2,all
553,Rajma,Curry,352,28.4,34.1,18.9,2.4,vegetarian
554,Milk,Dairy,59,11.2,26.6,6.9,5.6,non_vegetarian
555,Chole,Curry,487,27.7,42.9,4.8,9.8,vegetarian
556,Sambar,Curry,112,11.9,15.4,18.5,4.5,non_vegetarian
557,Milk,Dairy,372,3.1,59.8,1.7,2.1,non_vegetarian
558,Paneer curry,Curry,179,25.8,19.5,11.6,9.9,all
559,Chole,Curry,338,1.4,36.6,6.1,6.3,vegetarian
560,Samosa,Snacks,299,16.0,27.9,15.1,1.7,all
561,Rice,Cereals,69,7.1,33.1,7.1,9.8,all
562,Paneer curry,Curry,147,13.9,45.8,16.6,5.5,non_vegetarian
563,Milk,Dairy,131,23.0,45.2,16.3,5.8,vegetarian
564,Lassi,Dairy,76,13.4,57.1,5.8,1.4,all
565,Curd,Dairy,54,4.7,27.3,4.9,3.6,all
566,Halwa,Dessert,448,7.1,32.8,5.0,4.3,non_vegetarian
567,Pakora,Snacks,184,2.0,45.8,8.8,1.5,non_vegetarian
568,Rice,Cereals,135,11.5,41.0,1.2,5.9,all
569,Idli,Breakfast,199,11.2,9.4,14.7,5.4,all
570,Rice,Cereals,484,16.6,51.2,5.4,4.4,vegetarian
571,Pulao,Cereals,464,16.5,8.3,10.0,4.1,vegetarian
572,Vegetable salad,Salad,143,12.4,38.1,18.1,6.6,non_vegetarian
573,Poha,Breakfast,347,1.9,9.2,6.6,7.4,vegetarian
574,Sambar,Curry,257,10.2,42.4,6.3,1.8,all
575,Dosa,Breakfast,306,21.3,6.7,7.5,8.7,non_vegetarian
576,Dosa,Breakfast,430,8.8,4.2,8.0,6.0,all
577,Poha,Breakfast,417,29.4,31.5,3.6,5.1,vegetarian
578,Rice,Cereals,107,11.1,33.5,13.3,0.7,non_vegetarian
579,Halwa,Dessert,381,16.1,16.1,4.8,6.3,all
580,Methi paratha,Breakfast,312,10.1,54.7,8.6,2.9,all
581,Buttermilk,Dairy,107,18.2,24.8,19.5,4.7,all
582,Idli,Breakfast,390,24.9,60.0,16.6,1.6,vegetarian
583,Aloo paratha,Breakfast,392,1.2,24.5,4.7,7.0,non_vegetarian
584,Roti,Cereals,66,29.9,10.8,6.4,4.1,non_vegetarian
585,Pakora,Snacks,105,26.4,29.6,1.2,1.4,vegetarian
586,Rajma,Curry,374,24.5,29.8,18.5,7.1,non_vegetarian
587,Buttermilk,Dairy,213,12.9,10.3,16.8,4.2,vegetarian
588,Rice,Cereals,124,10.4,44.4,4.4,1.5,non_vegetarian
589,Idli,Breakfast,255,17.8,46.9,7.9,8.0,all
590,Fruit salad,Fruit,145,16.2,11.0,7.5,3.1,vegetarian
591,Methi paratha,Breakfast,290,27.5,39.0,19.8,0.0,non_vegetarian
592,Sambar,Curry,342,0.2,21.2,1.5,5.7,vegetarian
593,Lassi,Dairy,414,10.5,57.1,13.3,7.0,non_vegetarian
594,Aloo paratha,Breakfast,249,2.8,59.8,17.6,0.5,all
595,Chole,Curry,417,12.3,32.1,18.6,2.4,non_vegetarian
596,Chicken curry,Curry,496,29.9,3.8,5.5,8.4,vegetarian
597,Roti,Cereals,153,5.8,24.4,9.7,1.5,non_vegetarian
598,Chicken curry,Curry,161,11.8,14.7,4.0,5.7,vegetarian
599,Dal,Curry,236,0.0,31.6,12.7,3.4,non_vegetarian
600,Paneer curry,Curry,108,3.7,47.4,14.3,1.7,non_vegetarian
601,Paneer curry,Curry,141,22.0,53.2,2.3,5.3,all
602,Kheer,Dessert,203,29.9,57.3,1.2,1.7,vegetarian
603,Samosa,Snacks,267,9.9,20.5,4.3,5.1,non_vegetarian
604,Samosa,Snacks,332,20.7,0.8,8.7,9.7,non_vegetarian
605,Chapati,Cereals,236,4.3,34.7,11.0,7.6,all
606,Lassi,Dairy,181,19.5,5.3,17.4,3.0,all
607,Milk,Dairy,420,12.4,59.9,4.5,2.1,all
608,Lassi,Dairy,347,5.8,35.4,13.7,0.9,non_vegetarian
609,Chole,Curry,365,25.1,36.5,2.0,4.5,vegetarian
610,Biryani,Cereals,269,9.4,42.3,15.8,9.7,vegetarian
611,Paneer curry,Curry,251,17.4,34.2,14.4,8.8,all
612,Pulao,Cereals,159,13.3,18.0,18.2,6.8,non_vegetarian
613,Fruit salad,Fruit,446,2.5,57.2,1.1,9.1,vegetarian
614,Chapati,Cereals,80,24.0,11.2,13.5,3.0,non_vegetarian
615,Upma,Snacks,331,24.6,40.7,15.2,6.1,non_vegetarian
616,Aloo paratha,Breakfast,405,15.6,34.6,4.0,3.7,non_vegetarian
617,Biryani,Cereals,452,22.0,3.9,6.3,9.6,vegetarian
618,Sambar,Curry,247,3.1,49.3,6.2,0.9,all
619,Dal,Curry,349,10.0,41.9,9.1,2.8,vegetarian
620,Idli,Breakfast,286,3.0,44.5,10.0,1.5,vegetarian
621,Rice,Cereals,186,9.3,10.5,10.8,4.4,vegetarian
622,Milk,Dairy,160,16.9,11.9,6.8,0.6,all
623,Upma,Snacks,445,4.5,14.6,16.9,2.6,non_vegetarian
624,Paneer curry,Curry,453,14.7,17.4,12.9,6.6,all
625,Buttermilk,Dairy,292,5.5,27.9,2.1,2.9,all
626,Kheer,Dessert,226,12.0,31.7,16.4,1.2,non_vegetarian
627,Rajma,Curry,147,19.5,39.8,1.6,8.7,non_vegetarian
628,Lassi,Dairy,235,7.1,0.4,4.6,5.0,all
629,Chicken curry,Curry,84,15.6,21.6,8.8,7.8,vegetarian
630,Idli,Breakfast,198,4.8,57.4,10.0,5.9,non_vegetarian
631,Biryani,Cereals,225,2.2,25.6,12.4,2.4,all
632,Poha,Breakfast,304,15.5,9.0,13.1,7.7,non_vegetarian
633,Paneer curry,Curry,270,7.3,52.4,7.9,2.8,vegetarian
634,Chapati,Cereals,221,16.6,52.3,9.8,9.8,non_vegetarian
635,Vegetable salad,Salad,106,2.9,17.7,3.8,0.8,all
636,Chole,Curry,175,1.2,14.1,4.5,1.3,vegetarian
637,Pulao,Cereals,359,16.8,55.2,12.5,1.7,vegetarian
638,Rasam,Curry,168,23.3,15.3,11.3,2.4,vegetarian
639,Rice,Cereals,419,8.4,36.0,1.9,9.1,non_vegetarian
640,Rajma,Curry,259,20.7,36.5,0.8,5.9,all
641,Chapati,Cereals,318,28.1,59.9,13.0,7.8,non_vegetarian
642,Chapati,Cereals,260,8.3,26.6,8.7,6.7,non_vegetarian
643,Pav Bhaji,Snacks,239,1.1,39.5,17.0,9.8,vegetarian
644,Oats porridge,Breakfast,294,15.5,1.3,5.1,9.9,non_vegetarian
645,Fruit salad,Fruit,452,29.5,12.3,6.4,1.7,all
646,Idli,Breakfast,313,14.6,27.1,11.4,3.2,vegetarian
647,Methi paratha,Breakfast,227,25.4,39.1,1.5,7.7,vegetarian
648,Halwa,Dessert,223,23.2,14.4,0.6,3.9,vegetarian
649,Pav Bhaji,Snacks,356,18.8,11.7,0.4,5.7,non_vegetarian
650,Dosa,Breakfast,354,10.9,4.6,1.5,9.5,all
651,Biryani,Cereals,226,10.3,56.4,11.4,8.6,all
652,Roti,Cereals,198,29.3,20.3,19.5,1.3,vegetarian
653,Rasam,Curry,196,0.2,45.3,8.3,8.4,vegetarian
654,Aloo paratha,Breakfast,359,9.3,6.2,3.6,1.8,non_vegetarian
655,Curd,Dairy,280,16.4,49.4,4.3,8.8,all
656,Aloo paratha,Breakfast,228,10.8,17.3,15.5,4.7,vegetarian
657,Buttermilk,Dairy,391,25.3,6.1,4.6,4.8,vegetarian
658,Kheer,Dessert,336,27.8,23.6,10.7,6.3,all
659,Dal,Curry,109,13.6,54.2,11.5,6.2,non_vegetarian
660,Poha,Breakfast,354,29.3,11.5,9.1,6.5,vegetarian
661,Pakora,Snacks,253,6.1,22.1,14.1,7.5,vegetarian
662,Paneer curry,Curry,240,16.2,52.4,1.8,5.9,all
663,Chapati,Cereals,351,18.5,25.0,0.6,6.9,all
664,Pav Bhaji,Snacks,102,15.2,2.4,5.8,3.4,non_vegetarian
665,Paneer curry,Curry,167,11.1,11.3,11.4,8.7,non_vegetarian
666,Chicken curry,Curry,218,10.9,3.7,18.7,1.9,vegetarian
667,Paneer curry,Curry,478,3.4,22.5,17.5,6.2,vegetarian
668,Lassi,Dairy,70,28.3,26.7,14.6,2.9,non_vegetarian
669,Chapati,Cereals,328,21.3,35.8,12.9,4.8,all
670,Dal,Curry,393,6.8,6.2,15.1,9.8,all
671,Roti,Cereals,90,8.1,29.3,15.2,6.9,all
672,Dal,Curry,265,17.2,31.2,7.9,2.5,non_vegetarian
673,Upma,Snacks,373,19.3,48.5,8.0,9.7,vegetarian
674,Buttermilk,Dairy,282,26.1,52.3,15.4,9.0,vegetarian
675,Halwa,Dessert,437,14.1,35.0,3.1,9.3,non_vegetarian
676,Lassi,Dairy,150,25.2,23.0,17.1,2.3,non_vegetarian
677,Fruit salad,Fruit,487,1.4,50.5,0.6,0.5,non_vegetarian
678,Biryani,Cereals,475,9.2,58.1,3.3,2.4,vegetarian
679,Chapati,Cereals,259,23.8,42.9,15.6,3.1,all
680,Halwa,Dessert,133,1.6,48.4,9.1,3.3,all
681,Samosa,Snacks,322,8.8,12.1,17.3,8.5,vegetarian
682,Dosa,Breakfast,401,0.2,5.6,14.5,5.6,vegetarian
683,Chicken curry,Curry,261,29.8,30.2,3.5,7.3,non_vegetarian
684,Chapati,Cereals,284,24.2,54.8,19.7,6.9,vegetarian
685,Dal,Curry,92,14.6,4.8,10.5,4.0,non_vegetarian
686,Milk,Dairy,86,8.6,23.6,9.5,7.5,non_vegetarian
687,Lassi,Dairy,56,26.9,8.6,8.3,2.7,non_vegetarian
688,Chole,Curry,239,25.4,45.3,2.5,5.0,vegetarian
689,Dal,Curry,490,8.4,46.2,2.8,1.4,non_vegetarian
690,Dal,Curry,341,25.5,42.1,4.1,4.9,vegetarian
691,Chole,Curry,333,10.7,52.4,1.5,5.1,all
692,Chole,Curry,419,16.3,44.4,5.3,1.2,vegetarian
693,Fruit salad,Fruit,123,24.7,52.0,1.9,3.9,vegetarian
694,Pav Bhaji,Snacks,102,11.4,57.4,9.1,1.9,non_vegetarian
695,Chicken curry,Curry,430,11.2,52.3,12.5,4.2,vegetarian
696,Rice,Cereals,211,1.8,9.8,16.3,8.1,non_vegetarian
697,Chicken curry,Curry,124,25.9,0.6,7.2,6.8,non_vegetarian
698,Kheer,Dessert,119,27.0,10.3,19.8,7.3,vegetarian
699,Halwa,Dessert,97,29.2,36.9,2.2,8.6,all
700,Halwa,Dessert,131,24.0,19.6,11.2,0.6,vegetarian
701,Rice,Cereals,190,24.5,25.5,17.1,4.6,vegetarian
702,Curd,Dairy,217,7.4,11.0,2.4,7.0,all
703,Roti,Cereals,200,10.0,54.5,17.1,0.2,all
704,Dal,Curry,490,25.3,28.7,19.8,3.8,all
705,Halwa,Dessert,141,14.8,14.4,3.1,1.5,non_vegetarian
706,Sambar,Curry,376,16.8,8.7,14.4,6.7,non_vegetarian
707,Samosa,Snacks,63,3.5,30.4,17.3,4.2,vegetarian
708,Vegetable salad,Salad,259,22.5,58.1,6.5,5.3,vegetarian
709,Biryani,Cereals,230,23.8,57.0,11.3,3.0,non_vegetarian
710,Chapati,Cereals,131,6.1,48.7,12.5,1.1,vegetarian
711,Methi paratha,Breakfast,407,26.1,12.5,16.9,6.4,non_vegetarian
712,Pulao,Cereals,336,18.5,22.5,2.1,10.0,all
713,Paneer curry,Curry,432,27.8,34.1,14.7,5.1,non_vegetarian
714,Rajma,Curry,192,3.0,25.2,1.1,5.8,non_vegetarian
715,Buttermilk,Dairy,210,3.3,41.7,19.4,3.0,vegetarian
716,Dosa,Breakfast,100,19.9,52.6,17.1,9.0,vegetarian
717,Curd,Dairy,462,4.9,4.2,3.0,4.7,all
718,Vegetable salad,Salad,93,12.6,43.2,0.9,9.5,all
719,Rasam,Curry,108,15.3,17.3,14.8,4.6,vegetarian
720,Idli,Breakfast,464,2.1,13.4,9.7,9.8,all
721,Vegetable salad,Salad,500,0.9,34.4,14.4,10.0,non_vegetarian
722,Pav Bhaji,Snacks,466,28.9,33.4,13.8,9.2,all
723,Upma,Snacks,427,13.7,39.1,4.6,5.3,non_vegetarian
724,Lassi,Dairy,439,5.3,53.4,17.3,6.7,non_vegetarian
725,Fruit salad,Fruit,299,19.3,18.7,12.0,4.6,non_vegetarian
726,Roti,Cereals,494,20.6,58.1,0.1,5.7,non_vegetarian
727,Chole,Curry,109,14.1,36.3,12.7,3.4,all
728,Curd,Dairy,58,26.7,13.5,5.1,5.2,vegetarian
729,Idli,Breakfast,421,27.8,48.9,19.5,7.2,all
730,Curd,Dairy,372,2.0,42.9,6.7,0.5,non_vegetarian
731,Rice,Cereals,222,25.1,18.2,13.9,3.9,all
732,Dosa,Breakfast,251,1.5,45.9,1.4,9.5,non_vegetarian
733,Fruit salad,Fruit,313,5.2,21.9,16.9,8.7,non_vegetarian
734,Lassi,Dairy,427,9.3,24.3,7.4,4.1,non_vegetarian
735,Idli,Breakfast,179,6.6,49.9,8.2,9.2,all
736,Paneer curry,Curry,255,3.9,44.7,9.8,1.7,all
737,Curd,Dairy,351,14.2,31.0,4.5,8.6,all
738,Pakora,Snacks,183,5.8,13.5,4.6,2.9,vegetarian
739,Roti,Cereals,376,14.8,40.8,7.5,0.6,vegetarian
740,Paneer curry,Curry,303,16.9,56.8,5.8,8.7,all
741,Methi paratha,Breakfast,180,25.9,39.9,14.2,2.7,non_vegetarian
742,Sambar,Curry,323,3.5,16.2,6.3,2.5,non_vegetarian
743,Chapati,Cereals,368,1.4,1.7,17.4,2.1,all
744,Milk,Dairy,494,29.5,53.2,7.8,0.2,non_vegetarian
745,Idli,Breakfast,380,15.4,46.6,3.1,3.8,all
746,Oats porridge,Breakfast,360,20.9,21.3,3.5,2.3,vegetarian
747,Fruit salad,Fruit,161,23.1,43.4,1.4,9.5,all
748,Dal,Curry,206,1.2,46.2,16.5,1.6,all
749,Aloo paratha,Breakfast,55,14.3,50.2,17.5,8.0,vegetarian
750,Upma,Snacks,393,5.4,32.7,10.5,2.8,vegetarian
751,Dal,Curry,159,11.3,20.2,19.8,7.6,all
752,Chapati,Cereals,178,2.3,23.7,10.2,7.7,vegetarian
753,Rasam,Curry,369,23.9,11.4,7.1,9.4,vegetarian
754,Pakora,Snacks,251,5.0,36.9,7.3,7.5,non_vegetarian
755,Samosa,Snacks,305,10.4,26.2,5.6,9.4,all
756,Oats porridge,Breakfast,210,10.4,32.6,14.2,8.2,vegetarian
757,Poha,Breakfast,235,13.9,46.7,8.8,4.4,non_vegetarian
758,Curd,Dairy,100,3.3,54.9,17.8,6.2,vegetarian
759,Aloo paratha,Breakfast,152,12.8,24.6,13.3,6.1,all
760,Milk,Dairy,386,28.8,26.4,12.9,3.1,non_vegetarian
761,Kheer,Dessert,150,15.8,10.7,9.3,2.9,non_vegetarian
762,Fruit salad,Fruit,212,25.3,22.8,4.3,1.7,non_vegetarian
763,Chapati,Cereals,440,25.3,22.5,4.2,8.7,vegetarian
764,Poha,Breakfast,178,20.6,34.7,3.7,6.5,vegetarian
765,Oats porridge,Breakfast,71,3.0,56.1,12.7,9.2,non_vegetarian
766,Paneer curry,Curry,368,20.5,37.9,1.3,0.7,all
767,Dosa,Breakfast,305,4.0,40.0,0.0,1.4,vegetarian
768,Pav Bhaji,Snacks,155,26.1,6.8,8.8,5.6,non_vegetarian
769,Fruit salad,Fruit,355,8.3,11.7,14.4,3.5,vegetarian
770,Dosa,Breakfast,453,28.9,49.7,1.1,8.0,all
771,Milk,Dairy,263,9.3,11.4,2.5,9.8,all
772,Dosa,Breakfast,181,14.0,57.0,16.4,6.8,all
773,Kheer,Dessert,486,22.8,23.9,7.3,4.6,all
774,Vegetable salad,Salad,140,3.8,5.0,2.1,7.9,non_vegetarian
775,Methi paratha,Breakfast,446,20.2,53.0,10.7,3.3,vegetarian
776,Lassi,Dairy,472,12.4,53.0,15.4,5.0,vegetarian
777,Milk,Dairy,394,28.3,30.3,1.9,5.4,vegetarian
778,Dal,Curry,108,10.9,49.5,7.8,0.9,all
779,Rice,Cereals,194,12.2,47.7,9.7,6.1,non_vegetarian
